61	17.4	19.39	21.39	0.123221621714286	0.138105788	0.1068897728	3.2	.	.
62	17.51	19.44	21.45	0.135015132142857	0.108004899857143	0.13842801	2.8	.	.
63	17.6	19.61	21.55	0.144570795285714	0.146989649571429	0.1709273892	3.4	.	.
64	17.66	19.65	21.71	0.136308786	0.128945236714286	0.1417145188	3.6	.	.
65	17.66	19.66	21.66	0.138464400142857	0.149344352142857	0.1304487304	3.6	.	.
66	17.69	19.58	21.87	0.162858459	0.152082105285714	0.1709539392	3.4	.	.
67	17.85	19.83	21.83	0.158122748	0.166887501571429	0.1697138778	3.6	.	.
68	19.43	21.47	23.49	0.149128139	0.17494099	0.1744172084	.	.	.
69	19.56	21.58	23.67	0.147654806142857	0.142366781571429	0.1211458256	.	.	.
70	19.82	21.85	23.96	0.130085329142857	0.155986141	0.1461716676	.	.	.
71	19.82	21.87	23.89	0.165548983	0.170994445428571	0.1504714958	.	.	.
72	20.02	22.05	24.15	0.100002289714286	0.139475355571429	0.1189884138	.	.	.
73	20.24	22.21	24.33	0.167211063285714	0.151987759142857	0.1263607436	.	.	.
74	20.27	22.37	24.39	0.155168844857143	0.152786628	0.1632727618	.	.	.
75	20.68	22.66	24.75	0.126519312285714	0.175042617285714	0.1098362702	.	.	.
76	20.85	22.9	24.96	0.186470280428571	0.162391767857143	0.190143079	.	.	.
77	22.18	24.23	26.35	0.156535624428571	0.156493496142857	0.125272401	.	.	.
78	22.51	24.98	26.7	0.174852489285714	0.144115527	0.1857969754	.	.	.
79	22.79	24.83	26.83	0.142751002	0.127821287142857	0.12611681	.	.	.
80	24.27	26.25	28.33	0.136130921428571	0.115104224428571	0.1086836886	.	.	.
81	24.32	26.36	28.46	0.138314277714286	0.135172543285714	0.1597962148	.	.	.
